410	2.1669559596660046
415	2.1727062962705634
420	2.1753830417328994
425	2.177000770599374
430	2.178056580697991
435	2.17839319891244
440	2.178058892747836
445	2.178056651091512
450	2.1778401746532485
455	2.177642683856139
460	2.177426811928125
465	2.177118495317011
470	2.1767402524790866
475	2.1762609598850404
480	2.175854642495924
485	2.175404610496766
490	2.1746640124268284
495	2.1741349437020263
500	2.1737060797987016
505	2.173161378229371
510	2.1726729794595694
515	2.172177979039456
520	2.1715937142676296
525	2.1712144349520495
530	2.1710177154718195
535	2.170864532020873
540	2.1708833033353847
545	2.1710817309028414
550	2.171330067121435
555	2.171768464422666
560	2.172430461850713
565	2.1740930938507157
570	2.176400388900221
575	2.1785829799474117
580	2.1806997662555405
585	2.1828743705176246
590	2.1847505259570563
595	2.1863274516075726
600	2.187585151220922
605	2.1893697929104055
610	2.1919642085229674
615	2.1955958959930486
620	2.1994055303985625
625	2.2046353868940716
630	2.2091408326244473
635	2.2143519738100963
640	2.2187552407714857
645	2.221579427080495
650	2.2222863732397746
655	2.221496243273287
660	2.2197031271180014
665	2.2177481292657815
670	2.215245565691927
675	2.2128728094693293
680	2.2103001036652627
685	2.2082049983088394
690	2.2066253683049264
695	2.2057645185442682
700	2.205517876526557
705	2.2056729098360157
710	2.2061684445802046
715	2.2070979265825055
720	2.208212693138433
725	2.20937007515667
730	2.210514563464573
735	2.2113721473875856
740	2.21198265837266
745	2.212182997164528
750	2.212423400470234
755	2.2126058885083806
760	2.2131853872603027
765	2.2142611284637583
770	2.2157406032158167
775	2.218068651734817
780	2.221070836698648
785	2.224927009361632
790	2.229542349126095
795	2.234541016215906
800	2.2403373156194903
805	2.2459586764635273
810	2.2513012698333563
815	2.2567820690898746
820	2.2615687292599147
825	2.265660109527182
830	2.2685218359221384
835	2.2709338687495095
840	2.2728897893943953
845	2.274299323878489
850	2.2749263818684833
855	2.274730298877642
860	2.2739145039860085
865	2.273111757946516
870	2.272082531469086
875	2.271053429081493
880	2.2698107946352692
885	2.2680752418723755
890	2.2663980552615586
895	2.2649165660559887
900	2.263591594344774
905	2.2623236612213486
910	2.2611614829282756
915	2.2601781265373537
920	2.259206215023115
925	2.2582401141869233
930	2.2572844162656986
935	2.25638155878847
940	2.25558806872801
945	2.2553014177265154
950	2.2547559692805867
955	2.2539068154806374
960	2.2534477308134635
965	2.2530800333553995
970	2.2526744202231486
975	2.252215636016875
980	2.251822037004018
985	2.2515078579076966
990	2.251267848339184
995	2.2511353820467996
1000	2.2510406380401458
